Unnamed_1,Melodi,Melodi_link,Komponist,Komponist_link,Levde_når,Levde_når_link,Lyrikk,Lyrikk_link,Levde_når_2,Levde_når_2_link,Når_komponert,Når_komponert_link,Diverse,Diverse_link,Diverse_2,Diverse_2_link,Dublett_,Forlag,Forlag_link,Nr_,Unnamed_13
,Bröllops-Valsen,https://musescore.com/user/26911315/scores/7439231,"Hellström, David",https://sv.wikipedia.org/wiki/David_Hellström,1883 - 1965,,"Svenning, Göran",https://sv.wikipedia.org/wiki/Göran_Svenning,1870 - 1953,,1914,,,,,,,,,,
,Friare-valsen,https://musescore.com/user/26911315/scores/5824749,"Hellström, David",https://sv.wikipedia.org/wiki/David_Hellström,1883 - 1965,," Svenning, Göran",https://sv.wikipedia.org/wiki/Göran_Svenning,1870 - 1953,,1909,,,,,,,,,,
,Hjärterö-valsen,https://musescore.com/user/26911315/scores/7434047,"Hellström, David",https://sv.wikipedia.org/wiki/David_Hellström,1883 - 1965,,"Svenning, Göran",https://sv.wikipedia.org/wiki/Göran_Svenning,1870 - 1953,,,,,,,,,,,,
,På Koster,https://musescore.com/user/26911315/scores/7059468,"Hellström, David",https://sv.wikipedia.org/wiki/David_Hellström,1883 - 1965,,"Svenning, Göran",https://sv.wikipedia.org/wiki/Göran_Svenning,1870 - 1953,,1932-33,,,,,,,,,,
,Styrsö-valsen,https://musescore.com/user/26911315/scores/10765729,"Hellström, David",https://sv.wikipedia.org/wiki/David_Hellström,1883 - 1965,,"Svenning, Göran",https://sv.wikipedia.org/wiki/Göran_Svenning,1870 - 1953,,1916,,,,,,,,,,
,Det ena du vill men det andra du skall,https://musescore.com/user/26911315/scores/25262029,"Helmer, Arthur",,,,"Carlberg, Berndt (Berco)",https://sv.wikipedia.org/wiki/Berndt_Carlberg,1892 - 1976,,1929,,,,,,,Musikcentrums förlag,,48,
x,Den vesle fiskerpiken,https://musescore.com/user/26911315/scores/7011953,"Henderlein, Hans (Lotar Olias)",https://de.wikipedia.org/wiki/Lotar_Olias,1913 - 1990,,"Jakob Hjelte (Hansen, Juul)",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1955,,,,,,,,,,
,Mousmé Jolie,https://musescore.com/user/26911315/scores/7045179,Henri Christiné,https://en.wikipedia.org/wiki/Henri_Christiné,1867 - 1941,,,,,,1914,,,,,,,,,,
,Ved fjorden,https://musescore.com/user/26911315/scores/7097822,"Henschien, Harald",https://no.wikipedia.org/wiki/Harald_Henschien,1902 - 1968,,Leif Berg,,,,,,,,,,,Edition Hermani,,101,
,Kirkeklokken,https://musescore.com/user/26911315/scores/7048304,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1942,,,,,,,"H. Bardings Musikförlag, Stockholm",,318,
,Til min gitar,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1944,,,,,,,Victoria musikforlag,,967,
,Et sted ved Oslofjord,https://musescore.com/user/26911315/scores/7552163,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1941,,,,,,,,,,
,Den første vals,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,Den gamle gyngestol,https://musescore.com/user/26911315/scores/7005717,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,Carl M. Iversen,,,
,Den gamle syrin,https://musescore.com/user/26911315/scores/7078437,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1936,,,,,,,,,,
,Den gamles sang,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,Arr: Trygve Berg,,,,,Viktoria Musikforlag,,965,
,Den lille hestehov,https://musescore.com/user/26911315/scores/11729092,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1941,,,,,,,,,,
,Det er natt over byen,https://musescore.com/user/26911315/scores/7012007,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1942,,,,,,,,,,
,Det lakker og li'r mot kveld,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,En dans med tresko på,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,6,(En svensk utgave),,,
x,En liten blåveis,https://musescore.com/user/26911315/scores/7014976,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1938,,,,,,,,,,
,Et minne om mor,https://musescore.com/user/26911315/scores/7015053,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1946,,,,,,2,,,,
,Hans og Grete,https://musescore.com/user/26911315/scores/7015437,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1936,,,,,,4,,,,
,Jeg skal komme til dig,https://musescore.com/user/26911315/scores/7034839,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1940,,,,,,,,,,
,Juledans,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,Kan du se at våren kommer,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1942,,,,,,,Victoria forlag,,,
x,Lykkestjernen,https://musescore.com/user/26911315/scores/7044986,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1941,,Omtale,https://no.wikipedia.org/wiki/Måke_fortell_hva_du_så,,,,Åge Thoen & Co,,,
,Månen skal følge mig hjem,https://musescore.com/user/26911315/scores/7045216,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Solveig Lindstad,,,,1946,,Arr. Sverre Bergh,,,,,Edition Hermani,,195,
,Nordlandssangen,https://musescore.com/user/26911315/scores/17910190,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1943,,,,,,,,,,
,Nyttårsklokken,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,Når heggen blomstrer,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,Sjømannseventyr,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1948,,,,,,,Bartnes forlag,,,
,Sommer og sol,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1937,,,,,,,,,,
,Sommertrallen,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1942,,,,,,,,,,
,Tror du på lykkelige dage,https://musescore.com/user/26911315/scores/7671167,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1940,,,,,,,Presto forlag,,,
,Vinterkveld,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,Vårens melodi,,"Hermani, Hermann",https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,Kom Norges ungdom,https://musescore.com/user/26911315/scores/7038382,"Hermani, Johanne",,1897 - 1974,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,1945,,,,,,3,Edition Hermani,,,
,Lille Malou,https://musescore.com/user/26911315/scores/7044858,"Hermani, Johanne",,1897 - 1974,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,,,,,,,,,
,Kveldsolens sang,https://musescore.com/user/26911315/scores/7043705,"Hermani, Kate og Dick",,,,Hermann Hermani,https://no.wikipedia.org/wiki/Herman_Hermani,1898 - 1960,,,,Omtale,https://no.wikipedia.org/wiki/Den_gamle_spinnerokken,,,,Norks Musikforlag,,6902,
,Den gamle spinnerokk,https://musescore.com/user/26911315/scores/8720616,"Hill, Billy",https://en.wikipedia.org/wiki/Billy_Hill_(songwriter),1899 - 1940,,"Torleif Larssen (""Tola"")",,1899 - 1967,https://www.nb.no/items/c4f6d78cfc0129ada986940485ae433a?page=11&searchText=%22Torleif%20Larssen%22,1933,,,,,,,Ernst Rolf,,273,
,Resan till lilleputt,https://musescore.com/user/26911315/scores/8244458,"Hollænder, Friedrich",https://en.wikipedia.org/wiki/Friedrich_Hollaender,1896 - 1976,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1923?,,Arr. Bjarne Amdahl,,,,2,,,,
,"Ja, Sånn ja.",https://musescore.com/user/26911315/scores/7026190,"Holt, Einar",http://www.mic.no/nmi.nsf/doc/art2006051510481422914625,1898 - 1977,,"Holt, Einar",http://www.mic.no/nmi.nsf/doc/art2006051510481422914625,1898 - 1977,,1943,,,,,,,,,,
,Du er Solen i min lille Verden,https://musescore.com/user/26911315/scores/7012974,"Hoyer, Bjarne",https://no.wikipedia.org/wiki/Bjarne_Hoyer,1912 - 1991,,Erik Leth,https://no.wikipedia.org/wiki/Erik_Leth,1923 - 2000,,1946,,,,,,,,,,
,Hallandspolka,,Hugo Berntsson,,1898 - 1978,,,,,,,,,,,,,"Reuter & Reuter, Stockholm",,,
,Svenske Holger,,"Hylin, Einar",https://sv.wikipedia.org/wiki/Einar_Hylin,1902 - 1975,,"Westling, Ejnar",https://sv.wikipedia.org/wiki/Ejnar_Westling,1896 - 1961,,1938,,,,,,,Edition Hermani,,212,
,Onkel Andreas,https://musescore.com/user/26911315/scores/7045401,"Händler, Harry",,1915 - ?,,Rolf Nilsen,,1913 - ?,,,,,,,,3,,,,
,"Lytter du til mig ikveld, kjære mor?",https://musescore.com/user/26911315/scores/7044993,"Igor Borganoff (Fred Winter, Sten Njurling)",https://sok.riksarkivet.se/SBL/Presentation.aspx?id=8141,1892 - 1945,,Herbert Herding-Herberth,https://lokalhistoriewiki.no/wiki/Herbert_Herding-Herberth,1904 - 1958,,1927,,,,,,,Norsk Musikkforlag,,6295,
,Hyldest til Norge,https://musescore.com/user/26911315/scores/7069344,"Ihlen Nistad, Hans",https://no.wikipedia.org/wiki/Hans_Ihlen_Nistad,1903 - 1983,,Kaj Munk,https://no.wikipedia.org/wiki/Kaj_Munk,1898 . 1944,,1945,,,,,,,Norsk Musikkforlag,,7657,
,Unge hjerter,https://musescore.com/user/26911315/scores/11636782,"Ingemann (Maaseide), Oscar",,1901 - 1974,https://www.nb.no/items/0636ccabe1be842add5da643c205661b?page=1&searchText=%22Oscar%20Ingemann%22,"Rosenlind, Olaf",,1908 - 1990,,1936,,"1 premie Bartnes: ""Sommerens melodier""",,,,,Bartnes forlag,,17,
,Til kongen,https://musescore.com/user/26911315/scores/7358147,"Irgens Jensen, Ludvig",https://no.wikipedia.org/wiki/Ludvig_Irgens-Jensen,1894 - 1969,,Arnulf Øverland,https://no.wikipedia.org/wiki/Arnulf_Øverland,1889 - 1968,,1945,,Omtale (Komponert ca 1933?),https://no.wikipedia.org/wiki/Det_lysnet_i_skogen,,,,Norsk Musikkforlag,,7487,
,Det lysnet i skogen,https://musescore.com/user/26911315/scores/9658003,"Islandsmoen, Sigurd",https://no.wikipedia.org/wiki/Sigurd_Islandsmoen,1881 - 1964,,Jørgen Moe,https://no.wikipedia.org/wiki/Jørgen_Moe,1813 - 1882,,1945,,,,,,,,,,
,Jeg venter på deg,https://musescore.com/user/26911315/scores/7030009,J. N. Wallem & Carl C. Bøyesen,,,,Arne Bendiksen,https://no.wikipedia.org/wiki/Arne_Bendiksen,1926 - 2009,,1956,,,,,,,,,,
,To brune øine,https://musescore.com/user/26911315/scores/7097457,Jean Lacome (Sven Gyldmark),https://biografiskleksikon.lex.dk/Sven_Gyldmark,1904 - 1981,,Carl Kaas,,,,1942,,,,,,,Svenska Noter,,44,
,Drömmarnas ö,https://musescore.com/user/26911315/scores/21378142,"Jackson, Edward H.",,,,S. S. Wilson (Anita Halldén),https://sv.wikipedia.org/wiki/Anita_Halldén,1878 - 1970,,1930,,Sven Flodin?,,,,,,,,
,Du skal ikke gi meg roser,https://musescore.com/user/26911315/scores/7012977,"Jensen, Hans Jørgen",https://danskefilm.dk/kredits.php?id=11234,1907 - 1969,,Per Plex,https://sv.wikipedia.org/wiki/Sven_Flodin,,,1946,,,,,,,Egil Monn Iversen,,,
,Min kjære venn,https://musescore.com/user/26911315/scores/7102322,"Jensen, Per-Gunnar",https://www.nrk.no/osloogviken/per-gunnar-jensen-er-dod-1.11743849,1928 - 2014,,"Jensen, Per-Gunnar",https://www.nrk.no/osloogviken/per-gunnar-jensen-er-dod-1.11743849,1928 - 2014,,1958,,Omtale,https://no.wikipedia.org/wiki/Når_lysene_tennes_der_hjemme,,,,Norsk Musikforlag,,6916,
,Når lysene tendes derhjemme,https://musescore.com/user/26911315/scores/7045367,Joe Lyons & Sam C. Hart,,,,Bob Gunnér (Olgar Sundt Gundersen),,1897 - 1937,,1933,,,,,,,Norsk Notestik og Forlag,,1946,
,Fjellenes land,https://musescore.com/user/26911315/scores/9262261,"Johansen, Edgar",https://www.nb.no/items/38605f1dbce0ba761b2a75878146d8ff?page=9&searchText=%22Edgar%20Johansen%22,1915 - 1980,https://www.nb.no/items/69b62a26ecdd155d6aaa7c14c9587840?page=5&searchText=%22Frisørmester%20Edgar%20Johansen%22,"Mathisen, Rino (Sølving)",,1912 - 1991,https://www.nb.no/items/daec98c0529773ba52d5ae3a3cdfc277?page=1&searchText=%22Rino%20V.%20Sølving%20til%20minne%22,1941,,,,,,,,,,
,Skuffet kjærlighet,https://musescore.com/user/26911315/scores/7083115,"Johansen, Willy",https://no.wikipedia.org/wiki/Willy_Johansen,1903 - 1976,,Alf Amble,https://en.wikipedia.org/wiki/Alf_Amble,1909 - 1950,,1904,,,,,,,Norsk Musikforlag,,6568,
,Alt for Norge,https://musescore.com/user/26911315/scores/7109856,"Johansson, Allan",https://snl.no/Allan_Johansson,1900 - 1982,,,,,,1930,,,,,,,Norsk Musikforlag,,5475,
,Canada,https://musescore.com/user/26911315/scores/21297667,"Johansson, Allan ( & Hamilton)",https://snl.no/Allan_Johansson,1900 - 1982,,,,,,1927,,,,,,,,,Musikcentralen,235
,Inntogs-Marsj,https://musescore.com/user/26911315/scores/7352858,"Johansson, Allan",https://snl.no/Allan_Johansson,1900 - 1982,,,,,,1929,,,,,,,,,,
,Marine-marsch,https://musescore.com/user/26911315/scores/7705097,"Johansson, Allan",https://snl.no/Allan_Johansson,1900 - 1982,,,,,,,,,,,,,Musikcentralen,,229,
C,Toreador,https://musescore.com/user/26911315/scores/7097493,"Johansson, Allan",https://snl.no/Allan_Johansson,1900 - 1982,,,,,,1929,,,,,,,Musikcentralens forlag,,233,
,Lördagsvalsen,https://musescore.com/user/26911315/scores/22805560,"Johansson, Anselm",,1898 - 1983,,"Myrberg, Anna (Svarta Masken)",https://sv.wikipedia.org/wiki/Anna_Myrberg,1878 - 1931,,1921,,,,,,,Carl M. Iversen,,236,
,Brudevals,https://musescore.com/user/26911315/scores/7115487,"Johnsen, Ivar",,1908 - 1978,,,,,,1929,,,,,,,Norsk Notestik og Forlag,,185,
,Nidaruss,https://musescore.com/user/26911315/scores/7045238,"Jormann, Oscar",https://musescore.com/user/26911315/scores/7015020,1900 - 1978,,Rolf Haukaas,,,,1929,,3 pr. Jazzkonkurranse 1927,https://musescore.com/user/26911315/scores/7015020,,,,,,,
,En Rose,https://musescore.com/user/26911315/scores/7015020,"Jormann, Oscar",https://musescore.com/user/26911315/scores/7015020,1900 - 1978,https://musescore.com/user/26911315/scores/7015020,Carl Kaas,https://musescore.com/user/26911315/scores/7015020,,,1927,https://musescore.com/user/26911315/scores/7015020,,,,,,Sonora Musikförlag,,4081,
,Nya Värmlandsvalsen,https://musescore.com/user/26911315/scores/7045332,"Jularbo, Carl",https://no.wikipedia.org/wiki/Carl_Jularbo,1893 - 1966,,,,,,1943,,,,,,,,,,
,En sommerflirt,https://musescore.com/user/26911315/scores/7015031,"Juster, Leif",https://no.wikipedia.org/wiki/Leif_Juster,1910 - 1995,,Per Kvist,https://no.wikipedia.org/wiki/Per_Kvist,1890 - 1947,,1942,,,,,,,Norsk Musikforlag,,7253,
,Pramhusbesidderen,https://musescore.com/user/26911315/scores/22039006,"Juster, Leif",https://no.wikipedia.org/wiki/Leif_Juster,1910 - 1995,,Per Kvist,https://no.wikipedia.org/wiki/Per_Kvist,1890 - 1947,,1942,,,,,,,Norsk Musikforlag,,7254,
,Avskjed med hjemmet,https://musescore.com/user/26911315/scores/10097368,"Jærvi, Alto",,,,"Jærvi, Alto",,,,1947?,,,,,,,Carl M. Iversen,,237,
,Ma Ya Wong,https://musescore.com/user/26911315/scores/7250931,"Jærvi, Alto",,,,Dorian Red (Arne Paasche Aasen),https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,,,,,,,,,,,
,Den lille kjøkkenskriver,https://musescore.com/user/26911315/scores/7011948,Karl Grönstedt & Ruedi Egger,https://sv.wikipedia.org/wiki/Karl_Grönstedt,1912 - 1983,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,1955,,,,,,,Arne Bendiksen A/S,,,
,Lena,https://musescore.com/user/26911315/scores/11130556,"Karlsen, Kjell",https://no.wikipedia.org/wiki/Kjell_Karlsen,1931 - 2020,,"Mosnes, Terje",https://no.wikipedia.org/wiki/Terje_Mosnes,1947 -,,1969,,,,,,,,,,
,Sjømannen og stjernen,https://musescore.com/user/26911315/scores/7081988,"Karlsson, Bror",,,,"Hansen, Juul",https://no.wikipedia.org/wiki/Juul_Hansen,1913 - 1981,,,,Tekst fra 1927?,,,,,,,,
,Lille Inger Silkekinn,https://musescore.com/user/26911315/scores/9705493,"Kauffmann, Hans",,?,,Claus Frimann Clasen (Lyktemannen),https://no.wikipedia.org/wiki/Claus_Frimann_Clasen,1894 - 1970,,<1943,,,,,,,Norsk Musikkforlag,,1044,
,Vandringsmenn,https://musescore.com/user/26911315/scores/7710224,"Kessler, Jakob",,,,Arne Paasche Aasen,https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,1950,,,,,,,Norsk Musikforlag,,6937,
,"Med det blunket i øiet, Mathilde",https://musescore.com/user/26911315/scores/7637687,"Kierulf, Willy",,1900 - 1944,,"Torleif Larssen (""Tola"")",,1899 - 1967,https://www.nb.no/items/c4f6d78cfc0129ada986940485ae433a?page=11&searchText=%22Torleif%20Larssen%22,1936,,Note fra 1957,,Omtale,https://no.wikipedia.org/wiki/Det_hender_så_mangt_på_Hovedøen,,Harald Lyche,,,
,På Hovedøen,https://musescore.com/user/26911315/scores/7642658,"Kierulf, Willy",,1900 - 1944,,Vilhelm Dybwad,https://no.wikipedia.org/wiki/Vilhelm_Dybwad,1863 - 1950,,?,,,,,,,Kåre Korneliussen,,42,
,Hjallispolka,https://musescore.com/user/26911315/scores/7702208,"Korneliussen, Kåre",https://www.rockipedia.no/artister/kare_korneliussen-14966/,1916 - 1980,,,,,,1954?,,Dansk,,,,,,,,
,"Du, den eneste pike jeg kjenner",https://musescore.com/user/26911315/scores/7012960,"Krahn, Eiler",,1890 - 1950,,Knud Secher,,,,1927,,,,,,,,,,
,Bølgene bruser,https://musescore.com/user/26911315/scores/7003737,"Kramer-Johansen, Jolly",https://no.wikipedia.org/wiki/Jolly_Kramer-Johansen,1902 - 1968,,Victor Borg,https://no.wikipedia.org/wiki/Victor_Borg,1916 - 1996,,,,,,,,,,,,
,Frihetens forpost,https://musescore.com/user/26911315/scores/7015106,"Kramer-Johansen, Jolly",,1902 - 1968,,Arne Paasche Aasen,https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,1945,,,,,,,Bartnes forlag,,32,
,Hjemløse hjerter,https://musescore.com/user/26911315/scores/11389261,"Kramer-Johansen, Jolly",,1902 - 1968,,Arne Paasche Aasen,https://no.wikipedia.org/wiki/Arne_Paasche_Aasen,1901 - 1978,,1936,,,,,,2,,,,
,Kjerringa passer på meg,https://musescore.com/user/26911315/scores/7035866,"Kramer-Johansen, Jolly",,1902 - 1968,,Per Kvist,https://no.wikipedia.org/wiki/Per_Kvist,1890 - 1947,,1943,,"Fra filmen ""Kjærlighet og vennskap""",https://no.wikipedia.org/wiki/Kjærlighet_og_vennskap,,,,Musikkhuset,,310,
,Kjærlighet og vennskap,https://musescore.com/user/26911315/scores/7207431,"Kramer-Johansen, Jolly",,1902 - 1968,,Alf Rød,https://no.wikipedia.org/wiki/Alf_Rød,1894 - 1969,,1941,,,,,,,Bartnes forlag,,27,
,Min lille geisha,https://musescore.com/user/26911315/scores/11448127,"Kramer-Johansen, Jolly",,1902 - 1968,,Henry.,,,,1937,,"Fra filmen ""En herre med bart""",https://no.wikipedia.org/wiki/En_herre_med_bart,,,,,,,
,Sykkelvisa,https://musescore.com/user/26911315/scores/7089991,"Kramer-Johansen, Jolly",,1902 - 1968,,Per Kvist,https://no.wikipedia.org/wiki/Per_Kvist,1890 - 1947,,,,"Fra filmen ""Tante Pose""",https://no.wikipedia.org/wiki/Tante_Pose,,,,Musikk-huset,,273,
,Tante Pose,https://musescore.com/user/26911315/scores/7097370,"Kramer-Johansen, Jolly",,1902 - 1968,,,,,,,,,,,,,Bartnes forlag,,20,
x,Under palmene,https://musescore.com/user/26911315/scores/7113310,"Kramer-Johansen, Jolly",,1902 - 1968,,"Rosenlind, Olaf",,1908 - 1990,,1936,,Fra filmen Vigdis,https://no.wikipedia.org/wiki/Vigdis_(film),,,,,,,
,Vigdis: reilender,https://musescore.com/user/26911315/scores/7097929,"Kramer-Johansen, Jolly",,1902 - 1968,,,,,,1943,,Fra filmen Vigdis,https://no.wikipedia.org/wiki/Vigdis_(film),,,,,,,
